+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                       ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo|wr_ptr                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo|usedw_counter                                                                                              ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo|two_comparison                                                                                             ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                       ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo|FIFOram                                                                                                    ; 30    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated|dpfifo                                                                                                            ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back|port_num_fifo|auto_generated                                                                                                                   ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_DISABLE_DATA_REORDER.GEN_DATA_VALID[0].lsu_rd_back                                                                                                                                                ; 269   ; 1026           ; 0            ; 1026           ; 1287   ; 1026            ; 1026          ; 1026            ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_SINGLE_WR_RING.wr_ring|GEN_DISABLE_FAST.GEN_IC[1].ic                                                                                                      ; 646   ; 2              ; 0            ; 2              ; 326    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_SINGLE_WR_RING.wr_ring|GEN_DISABLE_FAST.GEN_IC[0].ic                                                                                                      ; 646   ; 292            ; 0            ; 292            ; 326    ; 292             ; 292           ; 292             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_SINGLE_WR_RING.wr_ring                                                                                                                                    ; 676   ; 34             ; 0            ; 34             ; 327    ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo|wr_ptr                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo|usedw_counter                                                                                              ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo|two_comparison                                                                                             ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                       ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo|FIFOram                                                                                                    ; 340   ; 0              ; 0            ; 0              ; 318    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated|dpfifo                                                                                                            ; 323   ; 0              ; 0            ; 0              ; 328    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_WRITE_RING.GEN_WR_ROOT_FIFOS[0].wr_fifo|auto_generated                                                                                                                   ; 322   ; 0              ; 0            ; 0              ; 320    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo|usedw_counter                                                                                                             ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo|two_comparison                                                                                                            ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                      ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo|FIFOram                                                                                                                   ; 52    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated|dpfifo                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.GEN_RD_SET[0].rd_fifo|auto_generated                                                                                                                                  ; 34    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.rd_ring|GEN_ENABLE_FAST.lsu_n_fast                                                                                                                                    ; 1638  ; 1765           ; 0            ; 1765           ; 331    ; 1765            ; 1765          ; 1765            ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic|GEN_MULTIPLE_PORT.GEN_ENABLE_RD.rd_ring                                                                                                                                                               ; 1638  ; 1776           ; 0            ; 1776           ; 335    ; 1776            ; 1776          ; 1776            ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top|GEN_SIMPLE.lsu_ic                                                                                                                                                                                                       ; 1213  ; 3              ; 160          ; 3              ; 1617   ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|lsu_ic_top                                                                                                                                                                                                                         ; 1248  ; 165            ; 35           ; 165            ; 1619   ; 165             ; 165           ; 165             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|system_cycle_time_module                                                                                                                                                               ; 2     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|loop_limiter_0                                                                                                                                                                         ; 6     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo|wr_ptr                                                                         ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo|usedw_counter                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                     ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo|three_comparison                                                               ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo|almost_full_comparer                                                           ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo|FIFOram                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated|dpfifo                                                                                ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[7].data_fifo|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo|wr_ptr                                                                         ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo|usedw_counter                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                     ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo|three_comparison                                                               ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo|almost_full_comparer                                                           ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo|FIFOram                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated|dpfifo                                                                                ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[6].data_fifo|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo|wr_ptr                                                                         ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo|usedw_counter                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                     ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo|three_comparison                                                               ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo|almost_full_comparer                                                           ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo|FIFOram                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated|dpfifo                                                                                ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[5].data_fifo|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo|wr_ptr                                                                         ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo|usedw_counter                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                     ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo|three_comparison                                                               ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo|almost_full_comparer                                                           ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo|FIFOram                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated|dpfifo                                                                                ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[4].data_fifo|auto_generated                                                                                       ; 36    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[3].data_fifo|auto_generated|dpfifo|wr_ptr                                                                         ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|mat_cl_system|kernel_mul|kernel|kernel_mul_function_inst0|kernel_mul_basic_block_3|lsu_local_bb3_st__18|streaming_write|fifo_n[3].data_fifo|auto_generated|dpfifo|usedw_counter                                                                  ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
